ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0xd7aa,CUS_0x7de1,May,Lucia Mutikanip,35,#F%$D@*&8,Developer,58192.44_,4619.37,9,8,31,-100,"Not Specified, Payday Loan, Personal Loan, Not Specified, Personal Loan, Student Loan, and Credit-Builder Loan",57,19,28.23,16.0,Bad,3334.81,32.420545919172575,5 Years and 11 Months,NM,204.3048653258284,267.1913674190569,Low_spent_Medium_value_payments,270.44076725511485,Poor
0xd7ab,CUS_0x7de1,June,Lucia Mutikanip,35,589-59-5230,Developer,58192.44,,9,8,4347,7,"Not Specified, Payday Loan, Personal Loan, Not Specified, Personal Loan, Student Loan, and Credit-Builder Loan",62,19,22.23,16.0,Bad,3334.81,37.12391679458711,6 Years and 0 Months,Yes,204.3048653258284,255.8358608061336,High_spent_Small_value_payments,261.79627386803804,Poor
0xd7ac,CUS_0x7de1,July,Lucia Mutikanip,35,589-59-5230,Developer,58192.44,4619.37,9,323,31,7,"Not Specified, Payday Loan, Personal Loan, Not Specified, Personal Loan, Student Loan, and Credit-Builder Loan",61,16,25.23,16.0,Bad,3334.81,36.054932811616936,6 Years and 1 Months,Yes,204.3048653258284,441.5661132429871,Low_spent_Small_value_payments,106.0660214311846,Poor
0xd7ad,CUS_0x7de1,August,Lucia Mutikanip,35,589-59-5230,Developer,14916088.0,4619.37,9,8,31,7,"Not Specified, Payday Loan, Personal Loan, Not Specified, Personal Loan, Student Loan, and Credit-Builder Loan",62,,22.23,16.0,Bad,3334.81,23.12514728997581,6 Years and 2 Months,Yes,204.3048653258284,163.94262162353988,Low_spent_Medium_value_payments,373.6895130506318,Poor
0xd7b5,CUS_0x31b8,April,Leika Kiharaf,30,585-66-1321,Manager,110439.56,9224.296666666669,3,7,15,4,"Personal Loan, Payday Loan, Not Specified, and Not Specified",18,16,12.0,7.0,Standard,1218.92,34.96786920259552,27 Years and 2 Months,Yes,348.9438196673788,118.42891705940198,High_spent_Large_value_payments,695.056929939886,Good
0xd7b6,CUS_0x31b8,May,Leika Kiharaf,30,585-66-1321,Manager,110439.56,9224.296666666669,3,7,15,4,"Personal Loan, Payday Loan, Not Specified, and Not Specified",13,16,17.0,7.0,Standard,1218.92,37.28057682374042,27 Years and 3 Months,Yes,348.9438196673788,71.49771155320309,High_spent_Large_value_payments,741.9881354460849,Good
0xd7b7,CUS_0x31b8,June,Leika Kiharaf,30,585-66-1321,Manager,110439.56,9224.296666666669,3,7,15,4,"Personal Loan, Payday Loan, Not Specified, and Not Specified",18,16,12.0,7.0,Standard,1218.92,27.58007446321581,27 Years and 4 Months,Yes,348.9438196673788,1243.9956097364466,Low_spent_Small_value_payments,,Good
0xd7cc,CUS_0x26fd,March,Lucianau,32,982-46-6532,Scientist,178328.88,14771.74,4,3,7,0,,4,8,7.55,5.0,_,708.22,37.794567684217455,16 Years and 3 Months,No,0.0,279.4273608404946,High_spent_Large_value_payments,1437.7466391595053,Good
0xd7cd,CUS_0x26fd,April,Lucianau,32,982-46-6532,Scientist,178328.88,14771.74,4,3,7,0,,4,8,7.55,5.0,_,708.22,45.68618875494165,,No,0.0,298.4978418669494,High_spent_Large_value_payments,1418.6761581330506,Good
0xd7d0,CUS_0x26fd,July,Lucianau,33,982-46-6532,Scientist,178328.88,14771.74,4,3,7,0,,5,5_,7.55,5.0,Good,708.22,35.05863184355032,16 Years and 7 Months,No,12896.0,280.2552296081218,High_spent_Large_value_payments,1436.9187703918783,Good
0xd7d6,CUS_0x8d46,January,Braden Reddalle,14,433-03-7131,Mechanic,18248.5,1811.708333333333,7,7,4096,2,"Not Specified, and Not Specified",57,8,14.17,12.0,Standard,1738.41,30.074117781039604,15 Years and 5 Months,NM,24.893701723726977,51.526764236541204,High_spent_Medium_value_payments,354.75036737306516,Poor
0xd7d7,CUS_0x8d46,February,Braden Reddalle,14,433-03-7131,Mechanic,18248.5,1811.708333333333,7,7,26,2,"Not Specified, and Not Specified",59,8,14.17,12.0,Standard,1738.41,31.069873042587105,15 Years and 6 Months,Yes,24.893701723726977,77.35782811604298,Low_spent_Small_value_payments,368.9193034935634,Poor
0xd7d8,CUS_0x8d46,March,Braden Reddalle,14,433-03-7131,Mechanic,18248.5_,1811.708333333333,7,7,26,2,"Not Specified, and Not Specified",57,6,14.17,12.0,_,1738.41,31.58320176813877,15 Years and 7 Months,Yes,24.893701723726977,65.29018158899423,!@9#%8,370.9869500206122,Poor
0xd7db,CUS_0x8d46,June,Braden Reddalle,14,433-03-7131,Mechanic,18248.5,1811.708333333333,7,7,26,2,"Not Specified, and Not Specified",55,8,14.17,12.0,_,1738.41,36.90863457406295,15 Years and 10 Months,Yes,24.893701723726977,21.398114628594307,High_spent_Medium_value_payments,384.8790169810121,Poor
0xd7e3,CUS_0xcf5,February,Charlie Dunmoreo,39,#F%$D@*&8,Entrepreneur,124900.86000000002,,0,6,12,4_,"Home Equity Loan, Credit-Builder Loan, Auto Loan, and Home Equity Loan",9,-1,0.7,3.0,Good,562.56,27.254319360297966,25 Years and 8 Months,No,324.5956102787268,801.1919900626265,Low_spent_Large_value_payments,156.6528996586469,Good
0xd7e4,CUS_0xcf5,March,Charlie Dunmoreo,39,766-36-8676,Entrepreneur,124900.86000000002,10124.405,0,6,12,4,"Home Equity Loan, Credit-Builder Loan, Auto Loan, and Home Equity Loan",9,0,-5.3,3.0,Good,562.56,30.49737856500139,25 Years and 9 Months,No,324.5956102787268,536.5501193846651,High_spent_Small_value_payments,411.2947703366083,Good
0xd7e6,CUS_0xcf5,May,Charlie Dunmoreo,39,766-36-8676,Entrepreneur,124900.86000000002,10124.405,0,6,12,4,"Home Equity Loan, Credit-Builder Loan, Auto Loan, and Home Equity Loan",9,0,1.7,3.0,Good,562.56,34.13489336330237,,No,324.5956102787268,416.041788264766,High_spent_Medium_value_payments,521.8031014565073,Good
0xd7e7,CUS_0xcf5,June,Charlie Dunmoreo,39,766-36-8676,Entrepreneur,124900.86000000002,10124.405,0,6,3259,4,"Home Equity Loan, Credit-Builder Loan, Auto Loan, and Home Equity Loan",9,-2,-3.3,3.0,Good,562.56,32.109327339882235,26 Years and 0 Months,No,324.5956102787268,242.27589259021752,High_spent_Large_value_payments,685.5689971310559,Good
0xd7f4,CUS_0xb3e3,July,,41,694-38-0048,Teacher,142639.96,11787.663333333332,5,4,16,1,Personal Loan,16,13,7.69,2.0,Standard,1351.02,37.43050106069714,15 Years and 8 Months,Yes,60.28510486975928,669.2767479900797,Low_spent_Medium_value_payments,729.2044804734941,Good
0xd7f5,CUS_0xb3e3,August,Peter Appsp,41,694-38-0048,Teacher,142639.96,11787.663333333332,5,4,16,1,Personal Loan,21,13,7.69,528.0,Standard,1351.02,37.16007915255368,15 Years and 9 Months,Yes,60.28510486975928,1097.7610151957022,Low_spent_Medium_value_payments,300.72021326787194,Good
0xd812,CUS_0xb14d,January,Stefano Bernabeil,26,949-99-1331,Media_Manager,32904.13,2885.0108333333333,2,7,2,2,"Mortgage Loan, and Home Equity Loan",2,2,7.43,2.0,_,781.45,24.019017346937694,15 Years and 9 Months,No,46.03318158218879,175.5887726209406,High_spent_Small_value_payments,326.87912913020403,Good
0xd819,CUS_0xb14d,August,Stefano Bernabeil,27,949-99-1331,_______,32904.13,2885.0108333333333,2,7,2,2,"Mortgage Loan, and Home Equity Loan",2,2_,1.4299999999999995,3.0,Good,781.45,31.527031731338862,16 Years and 4 Months,No,46.03318158218879,284.8005918793622,Low_spent_Small_value_payments,247.6673098717824,Good
0xd82a,CUS_0xc206,January,Jessica Wohlm,22,941-20-6495,Lawyer,42787.44,3802.62,7,10,21,2_,"Home Equity Loan, and Mortgage Loan",52,18,14.26,12.0,Bad,2543.89,26.246330447992968,14 Years and 8 Months,Yes,71.18545976189813,115.92404269750996,Low_spent_Large_value_payments,463.152497540592,Poor
0xd82b,CUS_0xc206,February,Jessica Wohlm,22,941-20-6495,Lawyer,42787.44,3802.62,7,10,21,2,"Home Equity Loan, and Mortgage Loan",51,20,14.26,12.0,Bad,2543.89,39.990867857287775,14 Years and 9 Months,Yes,71.18545976189813,71.78638141980038,High_spent_Small_value_payments,497.2901588183016,Poor
0xd82e,CUS_0xc206,May,,22,941-20-6495,Lawyer,42787.44,3802.62,7,10,21,2,"Home Equity Loan, and Mortgage Loan",54,19,14.26,15.0,Bad,2543.89,27.096299513252028,,NM,71.18545976189813,97.43756248147848,High_spent_Medium_value_payments,461.63897775662355,Poor
0xd82f,CUS_0xc206,June,Jessica Wohlm,23,941-20-6495,Lawyer,42787.44,3802.62,7,10,21,2,"Home Equity Loan, and Mortgage Loan",54,,14.26,15.0,Bad,2543.89,32.89888619129176,,Yes,71.18545976189813,171.95057016230484,Low_spent_Large_value_payments,407.1259700757971,Poor
0xd830,CUS_0xc206,July,,23,941-20-6495,Lawyer,42787.44,3802.62,7,10,21,-100,"Home Equity Loan, and Mortgage Loan",52,19,14.26,15.0,Bad,2543.89,27.92395284736218,15 Years and 2 Months,Yes,71.18545976189813,259.35697098487265,Low_spent_Large_value_payments,319.7195692532293,Poor
0xd831,CUS_0xc206,August,Jessica Wohlm,23,941-20-6495,Lawyer,42787.44_,3802.62,7,10,21,-100,"Home Equity Loan, and Mortgage Loan",52,,21.26,15.0,Bad,2543.89,37.66564930707076,15 Years and 3 Months,NM,71.18545976189813,118.63352619172049,High_spent_Small_value_payments,450.4430140463815,Poor
0xd844,CUS_0x3d10,March,Barghinie,44,318-77-7985,Manager,82346.16,,6,9,4500,7,"Payday Loan, Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Personal Loan",51,,-1.33,10.0,Bad,2341.16,23.163333949917735,6 Years and 7 Months,Yes,390.7054359043153,272.02838373320867,Low_spent_Large_value_payments,300.0841803624761,Poor
0xd846,CUS_0x3d10,May,Barghinie,44,318-77-7985,Manager,82346.16,6928.18,6,9,18,7,"Payday Loan, Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Personal Loan",51,25,3.67,10.0,Bad,2341.16,25.389470991952077,6 Years and 9 Months,Yes,390.7054359043153,624.6768833974962,Low_spent_Small_value_payments,,Poor
0xd847,CUS_0x3d10,June,Barghinie,44,318-77-7985,Manager,82346.16,,6,9,18,7,"Payday Loan, Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Personal Loan",51,24,3.67,10.0,Bad,2341.16,31.11755208960821,6 Years and 10 Months,Yes,390.7054359043153,51.91030779097571,High_spent_Large_value_payments,490.20225630470907,Poor
0xd848,CUS_0x3d10,July,Barghinie,44,318-77-7985,Manager,82346.16,,6,9,18,7,"Payday Loan, Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Personal Loan",51,,3.67,10.0,Bad,2341.16,36.782582830754635,6 Years and 11 Months,Yes,390.7054359043153,96.00321175938164,High_spent_Large_value_payments,446.1093523363031,Poor
0xd851,CUS_0x8353,April,Carrelv,39_,140-25-3790,_______,17235.115,1693.2595833333337,0,1,1,1,Payday Loan,13,10,_,2.0,Good,506.37,29.33526281707519,25 Years and 8 Months,NM,13.580176677094602,,Low_spent_Large_value_payments,305.1296363325158,Good
0xd852,CUS_0x8353,May,Carrelv,39,140-25-3790,Architect,17235.115,1693.2595833333337,0,1,1,1,Payday Loan,13,10,11.37,2.0,Good,506.37,27.44668422275938,25 Years and 9 Months,No,42891.0,46.4462341029923,High_spent_Medium_value_payments,359.29954755324644,Good
0xd854,CUS_0x8353,July,Carrelv,40,#F%$D@*&8,Architect,17235.115,1693.2595833333337,0,1,1,1,Payday Loan,13,10,11.37,5.0,Good,506.37,26.19977594563775,25 Years and 11 Months,No,13.580176677094602,49.60951350040906,Low_spent_Large_value_payments,376.13626815582967,Good
0xd85a,CUS_0x1e41,January,Callusw,33,084-34-7268,Lawyer,133646.04,,4,5,11,2,"Mortgage Loan, and Personal Loan",7,3_,5.43,0.0,Good,1290.92,30.33101622444384,32 Years and 10 Months,No,114.24824264081518,142.4468831053871,High_spent_Medium_value_payments,1136.221874253798,Poor
0xd85b,CUS_0x1e41,February,Callusw,33,084-34-7268,Lawyer,133646.04,11429.17,4,5,11,2,"Mortgage Loan, and Personal Loan",7,,2.43,0.0,Good,1290.92,38.736554398976885,32 Years and 11 Months,NM,114.24824264081518,93.13423990047951,High_spent_Large_value_payments,1175.5345174587055,Poor
0xd85c,CUS_0x1e41,March,Callusw,33,084-34-7268,Lawyer,133646.04,11429.17,4,5,11,2,"Mortgage Loan, and Personal Loan",7,,2.43,3.0,_,1290.92,34.791090164060684,33 Years and 0 Months,No,114.24824264081518,672.6916353274335,Low_spent_Medium_value_payments,635.9771220317516,Poor
0xd866,CUS_0x7bff,January,,17,084-18-2608,Manager,44286.36,3561.53,6,6,31,2,"Credit-Builder Loan, and Home Equity Loan",14,15,7.5,10.0,Standard,2069.01,35.1888610818656,11 Years and 2 Months,Yes,57.97158147311589,91.69533159980028,High_spent_Large_value_payments,446.4860869270839,Poor
0xd867,CUS_0x7bff,February,Raom,17,084-18-2608,Manager,44286.36,3561.53,6,6,31,2,"Credit-Builder Loan, and Home Equity Loan",12,15,7.5,10.0,Standard,2069.01,26.52890755331648,11 Years and 3 Months,Yes,57.97158147311589,186.36995099152657,Low_spent_Large_value_payments,381.81146753535756,Poor
0xd868,CUS_0x7bff,March,Raom,17,084-18-2608,Manager,44286.36,3561.53,6,6,31,2,"Credit-Builder Loan, and Home Equity Loan",12,15,7.5,10.0,Standard,2069.01,26.487588756927018,11 Years and 4 Months,NM,57.97158147311589,407.2579043432978,Low_spent_Small_value_payments,180.92351418358638,Poor
0xd869,CUS_0x7bff,April,Raom,17,084-18-2608,Manager,44286.36,3561.53,6,6,31,-100,"Credit-Builder Loan, and Home Equity Loan",12,15,0.5,10.0,Standard,2069.01,37.04049777967485,11 Years and 5 Months,Yes,57.97158147311589,151.82205544287888,!@9#%8,416.3593630840053,Poor
0xd86b,CUS_0x7bff,June,,17,084-18-2608,Manager,44286.36,3561.53,6,6,31,-100,"Credit-Builder Loan, and Home Equity Loan",11,16,7.5,13.0,Standard,2069.01,40.220195138343385,11 Years and 7 Months,NM,57.97158147311589,183.42924907863912,High_spent_Small_value_payments,374.752169448245,Poor
0xd86c,CUS_0x7bff,July,Raom,7879,084-18-2608,Manager,44286.36,,6,6,31,2,"Credit-Builder Loan, and Home Equity Loan",15,15,1.5,13.0,Standard,2069.01,29.12583385853956,11 Years and 8 Months,Yes,57.97158147311589,329.9213495668903,Low_spent_Medium_value_payments,248.26006895999384,Poor
0xd86d,CUS_0x7bff,August,Raom,17,084-18-2608,Manager,44286.36,3561.53,6,6,31,2,"Credit-Builder Loan, and Home Equity Loan",12,12_,7.5,13.0,_,2069.01,35.761745988366386,11 Years and 9 Months,Yes,57.97158147311589,,Low_spent_Large_value_payments,362.4428548592098,Poor
0xd883,CUS_0x1bef,June,Hopkinse,51,160-43-6314,Doctor,121675.68,,2,6,3,1,Credit-Builder Loan,8,6,3.0,1.0,Good,984.27,33.424428356207585,16 Years and 2 Months,No,95.8573469588994,192.9817409192161,High_spent_Large_value_payments,959.7249121218844,Good
0xd898,CUS_0xac7e,March,,50,592-74-1031,Scientist,91516.44,7844.37,2,4,12,4,"Student Loan, Mortgage Loan, Mortgage Loan, and Auto Loan",5,6,11.73,4.0,Good,226.23,27.27298311634005,16 Years and 6 Months,No,237.86541697410573,284.89013911865663,High_spent_Small_value_payments,521.6814439072377,Good
0xd899,CUS_0xac7e,April,"""John ODonnell""e",50,592-74-1031,Scientist,91516.44,7844.37,2,4,12,-100,"Student Loan, Mortgage Loan, Mortgage Loan, and Auto Loan",6,6,11.73,4.0,Good,226.23,24.892269633138056,16 Years and 7 Months,No,237.86541697410573,122.67391136015871,High_spent_Medium_value_payments,673.8976716657355,Good
0xd89b,CUS_0xac7e,June,"""John ODonnell""e",50,592-74-1031,Scientist,91516.44,7844.37,2,4,12,4,"Student Loan, Mortgage Loan, Mortgage Loan, and Auto Loan",9,6,11.73,,Good,226.23,33.135294920032464,,No,237.86541697410573,__10000__,Low_spent_Small_value_payments,,Good
0xd8a4,CUS_0x7279,March,Blamonts,44,#F%$D@*&8,Entrepreneur,41015.31,,3,2,1,2,"Auto Loan, and Payday Loan",6,6,11.32,2.0,Good,1432.22,28.886308755149017,23 Years and 7 Months,No,41.53546802014437,429.86805415538385,Low_spent_Small_value_payments,177.19072782447182,Good
0xd8a5,CUS_0x7279,April,Blamonts,44,891-67-3760,Entrepreneur,41015.31,3585.9425,3,2,1,2,"Auto Loan, and Payday Loan",6,,11.32,2.0,Good,1432.22,39.8789715119942,,No,41.53546802014437,,High_spent_Large_value_payments,499.5510649984512,Good
0xd8a7,CUS_0x7279,June,Blamonts,44,891-67-3760,Entrepreneur,41015.31,,3,2,1,2,"Auto Loan, and Payday Loan",3,10,10.32,2.0,Good,1432.22,32.96274506771112,23 Years and 10 Months,No,41.53546802014437,39.71642147752549,High_spent_Medium_value_payments,527.3423605023302,Good
0xd8a8,CUS_0x7279,July,Blamonts,45,891-67-3760,Entrepreneur,41015.31_,3585.9425,3,2,1,2,"Auto Loan, and Payday Loan",6,8,11.32,2.0,_,1432.22,34.35638154782931,23 Years and 11 Months,No,41.53546802014437,72.01790379139506,High_spent_Medium_value_payments,495.04087818846045,Good
0xd8ae,CUS_0x2d3a,January,,33,767-72-8687,Engineer,74178.04,6299.503333333332,1,3,10,-100,Home Equity Loan,12,8,1.4,1.0,Good,64.38,35.84640911610825,27 Years and 5 Months,No,52.80792694644206,,Low_spent_Medium_value_payments,688.2442603368647,Poor
0xd8b0,CUS_0x2d3a,March,Edw,33_,767-72-8687,Engineer,74178.04,6299.503333333332,1,3,10,1,Home Equity Loan,12,8,1.4,4.0,Good,64.38,40.5867260174329,27 Years and 7 Months,No,52.80792694644206,__10000__,Low_spent_Medium_value_payments,522.2402819108338,Poor
0xd8bf,CUS_0x871,June,Gellerk,20_,956-78-8536,Engineer,7189.54,332.12833333333333,3,5,20,7,"Payday Loan, Payday Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, Auto Loan, and Credit-Builder Loan",9,16,16.79,7.0,Standard,1997.66,30.25457509494557,,Yes,34.07201429329868,0.0,High_spent_Medium_value_payments,239.51919239368326,Good
0xd8c0,CUS_0x871,July,,20,956-78-8536,Engineer,7189.54,,3,5,20,7,"Payday Loan, Payday Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, Auto Loan, and Credit-Builder Loan",9,16,16.79,7.0,Standard,1997.66,36.948053325303306,16 Years and 4 Months,Yes,25384.0,11.510476121229258,Low_spent_Small_value_payments,277.6303429188054,Good
0xd8c1,CUS_0x871,August,Gellerk,20,956-78-8536,Engineer,7189.54,332.12833333333333,3,5,20,7,"Payday Loan, Payday Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, Auto Loan, and Credit-Builder Loan",9,16,16.79,7.0,Standard,1997.66,34.901928764505875,,Yes,34.07201429329868,0.0,High_spent_Large_value_payments,233.86337014526646,Good
0xd8ca,CUS_0x8750,May,Patrickt,55,775-62-8217,Accountant,14544.485,,5,5,11,4,"Credit-Builder Loan, Not Specified, Mortgage Loan, and Auto Loan",18,14,6.73,0.0,Good,788.41,33.75373660320701,22 Years and 7 Months,No,36.518489544501094,80.80833460925956,High_spent_Small_value_payments,265.07721751290603,Good
0xd8cb,CUS_0x8750,June,Patrickt,55,775-62-8217,Accountant,14544.485,1224.0404166666667,5,5,11,4,"Credit-Builder Loan, Not Specified, Mortgage Loan, and Auto Loan",22,10,6.73,0.0,Good,788.41,33.437933736613175,22 Years and 8 Months,No,36.518489544501094,0.0,High_spent_Large_value_payments,317.74974851258753,Good
0xd8d5,CUS_0x85e7,April,Marc Jonesv,29,959-37-3158,Doctor,102207.42,8534.285,2,3,7,0_,,6,5,8.07,2.0,Good,911.23,37.372350324721054,23 Years and 7 Months,NM,0.0,__10000__,High_spent_Large_value_payments,974.4839207859774,Good
0xd8d6,CUS_0x85e7,May,Marc Jonesv,29,959-37-3158,Doctor,102207.42,,2,3,7,0,,6,7,11.07,2.0,Good,911.23,29.006117696767827,23 Years and 8 Months,No,0.0,208.8084435596426,High_spent_Medium_value_payments,894.6200564403574,Good
0xd8d7,CUS_0x85e7,June,Marc Jonesv,29,959-37-3158,Doctor,102207.42,,2,3,7,0,,9,3,11.07,2.0,_,911.23,39.005213585576136,23 Years and 9 Months,No,0.0,640.0259803738847,Low_spent_Small_value_payments,503.4025196261152,Good
0xd8d9,CUS_0x85e7,August,Marc Jonesv,29,959-37-3158,Doctor,102207.42,8534.285,2,3,7,0,,6,6,11.07,2.0,_,911.23,41.25741653751504,23 Years and 11 Months,No,0.0,148.76870612358226,High_spent_Medium_value_payments,954.6597938764177,Good
0xd8de,CUS_0x3acd,January,Laurencee,40,953-94-3809,Entrepreneur,49211.16,4048.93,4,5,15,7,"Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Mortgage Loan, Student Loan, and Mortgage Loan",26,14,13.42,12.0,Standard,1781.8,37.65387871167518,8 Years and 9 Months,Yes,257.0593770395491,301.53218506967215,Low_spent_Large_value_payments,116.30143789077879,Poor
0xd8df,CUS_0x3acd,February,Laurencee,40,953-94-3809,Entrepreneur,49211.16,4048.93,4,5,15,7,"Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Mortgage Loan, Student Loan, and Mortgage Loan",28,13,6.42,12.0,Standard,1781.8,26.6506273536276,8 Years and 10 Months,Yes,257.0593770395491,153.52662682265836,High_spent_Medium_value_payments,244.3069961377926,Poor
0xd8e0,CUS_0x3acd,March,Laurencee,40,953-94-3809,Entrepreneur,49211.16,4048.93,4,5,15,7,"Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Mortgage Loan, Student Loan, and Mortgage Loan",33,12,13.42,12.0,Standard,1781.8,28.95752564414873,8 Years and 11 Months,Yes,257.0593770395491,431.1603806630637,Low_spent_Small_value_payments,6.6732422973873895,Poor
0xd8e1,CUS_0x3acd,April,Laurencee,40,953-94-3809,Entrepreneur,49211.16,4048.93,4,5,15,7,"Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Mortgage Loan, Student Loan, and Mortgage Loan",28,11,13.42,12.0,_,1781.8,29.52055497755033,9 Years and 0 Months,Yes,257.0593770395491,154.9920604170109,High_spent_Medium_value_payments,242.8415625434401,Poor
0xd8e2,CUS_0x3acd,May,,40,953-94-3809,Entrepreneur,49211.16,,4,5,15,7,"Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Mortgage Loan, Student Loan, and Mortgage Loan",30,11,13.42,12.0,Standard,1781.8,38.00954131443477,9 Years and 1 Months,Yes,257.0593770395491,244.49349341323514,High_spent_Small_value_payments,163.34012954721584,Poor
0xd8e4,CUS_0x3acd,July,Laurencee,40,953-94-3809,Entrepreneur,49211.16,4048.93,4,5,15,7,"Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Mortgage Loan, Student Loan, and Mortgage Loan",27,11,13.42,17.0,_,1781.8,35.031767301910236,9 Years and 3 Months,NM,257.0593770395491,132.4517797000913,High_spent_Medium_value_payments,265.3818432603597,Poor
0xd8e5,CUS_0x3acd,August,Laurencee,40,953-94-3809,Entrepreneur,49211.16,4048.93,4,5,15,7,"Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Mortgage Loan, Student Loan, and Mortgage Loan",33,8,13.42,17.0,Standard,1781.8,29.5650326659268,,Yes,257.0593770395491,__10000__,High_spent_Medium_value_payments,235.1256062904179,Poor
0xd8ed,CUS_0xc461,April,Hoo,38,705-32-5842,Scientist,135994.36,11191.863333333333,8,5,16,2,"Debt Consolidation Loan, and Personal Loan",20,19_,5.98,1.0,Standard,1280.06,31.132095480078704,28 Years and 0 Months,Yes,219.9554482236898,257.3699893460308,High_spent_Large_value_payments,881.8608957636128,Poor
0xd8ee,CUS_0xc461,May,Hoo,38,705-32-5842,Scientist,135994.36,11191.863333333333,8,5,16,2_,"Debt Consolidation Loan, and Personal Loan",20,19,10.98,4.0,Standard,1280.06,32.8543311163089,28 Years and 1 Months,Yes,219.9554482236898,717.7697010429177,Low_spent_Small_value_payments,471.46118406672576,Poor
0xd8ef,CUS_0xc461,June,,39,705-32-5842,Scientist,135994.36,11191.863333333333,8,5,16,2,"Debt Consolidation Loan, and Personal Loan",20,19,5.98,4.0,Standard,1280.06,28.195243080009927,28 Years and 2 Months,Yes,219.9554482236898,373.2063907302248,Low_spent_Medium_value_payments,806.0244943794188,Poor
0xd8f6,CUS_0x890,January,Leah Schnurrx,39,439-56-8696,Journalist,19453.42_,1861.118333333333,10,10,17,6,"Mortgage Loan, Personal Loan, Personal Loan, Personal Loan, Auto Loan, and Credit-Builder Loan",43,21,27.13,9.0,Bad,3327.05,28.67604049167975,4 Years and 1 Months,Yes,50.70183619684549,76.87001005130772,High_spent_Small_value_payments,318.53998708518014,Poor
0xd8f7,CUS_0x890,February,,39,439-56-8696,Journalist,19453.42,1861.118333333333,10,10,17,6,"Mortgage Loan, Personal Loan, Personal Loan, Personal Loan, Auto Loan, and Credit-Builder Loan",43,22,27.13,9.0,Bad,3327.05,34.979313012542995,4 Years and 2 Months,Yes,50.70183619684549,33.6098814431885,High_spent_Medium_value_payments,351.80011569329935,Poor
0xd8f8,CUS_0x890,March,Leah Schnurrx,39,439-56-8696,Journalist,19453.42,1861.118333333333,10,10,17,6,"Mortgage Loan, Personal Loan, Personal Loan, Personal Loan, Auto Loan, and Credit-Builder Loan",43,22,29.13,9.0,Bad,3327.05,40.478178091460826,4 Years and 3 Months,Yes,50.70183619684549,109.296681189146,Low_spent_Small_value_payments,316.1133159473418,Poor
0xd8fa,CUS_0x890,May,Leah Schnurrx,39_,439-56-8696,Journalist,19453.42,1861.118333333333,10,10,4647,6,"Mortgage Loan, Personal Loan, Personal Loan, Personal Loan, Auto Loan, and Credit-Builder Loan",43,,27.13,9.0,_,3327.05,33.707220904025995,4 Years and 5 Months,Yes,50.70183619684549,__10000__,High_spent_Medium_value_payments,354.94933388556893,Poor
0xd8fc,CUS_0x890,July,Leah Schnurrx,39,439-56-8696,Journalist,19453.42,,10,10,17,6,"Mortgage Loan, Personal Loan, Personal Loan, Personal Loan, Auto Loan, and Credit-Builder Loan",40,22,27.13,9.0,Bad,3327.05,38.33171926809026,4 Years and 7 Months,Yes,50.70183619684549,93.45116318631192,!@9#%8,301.95883395017586,Poor
0xd8fd,CUS_0x890,August,Leah Schnurrx,39,439-56-8696,Journalist,19453.42,1861.118333333333,10,10,17,6,"Mortgage Loan, Personal Loan, Personal Loan, Personal Loan, Auto Loan, and Credit-Builder Loan",43,20,27.13,9.0,Bad,3327.05,39.47152795071738,4 Years and 8 Months,Yes,50.70183619684549,36.541908593249026,High_spent_Medium_value_payments,348.86808854323885,Poor
0xd907,CUS_0x58f7,June,Sinead Cruisel,44,890-01-3579,Doctor,81066.72,6639.56,8,3,18,3,"Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",9,17,2.14,6.0,Standard,721.45,27.548473587129287,29 Years and 7 Months,Yes,170.8293274473086,48.401379528784325,High_spent_Large_value_payments,684.7252930239073,Good
